30500660,75.000000
30554332,100.000000
30575227,90.000000
30733068,42.000000
30762894,42.000000
30855101,79.000000
30954671,89.000000
31511709,10.000000
31530633,23.000000
31573831,99.000000
31618734,87.000000
31851795,61.000000
31965103,27.000000
32143907,28.000000
32253084,67.000000
32271300,21.000000
32287679,83.000000
32404376,27.000000
32417742,76.000000
32543595,11.000000
33646273,86.000000
33984909,80.000000
34056812,92.000000
34068200,92.000000
34162712,29.000000
34191044,77.000000
34247224,93.000000
34454346,63.000000
34509487,93.000000
34674299,59.000000
